省份,城市,河流,流域,断面名称,监测时间,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-1 8:00,8.502,9.644,2.537,0.025,0.0225,0.37
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-1 8:00,7.903,8.167,4.478,0.0353,0.0608,0.654
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-1 8:00,8.353,10.602,3.434,0.025,0.0521,1.008
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-1 8:00,8.001,9.614,2.417,0.025,0.01,0.216
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-1 8:00,8.11,7.758,1.358,0.0339,0.078,1.485
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-1 12:00,8.59,10.034,2.84,0.025,0.0295,0.375
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-1 12:00,7.969,8.491,4.364,0.0282,0.0594,0.659
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-1 12:00,8.59,13.234,4.811,0.025,0.059,1.579
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-1 12:00,8.089,10.339,2.515,0.025,0.0106,0.232
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-1 12:00,8.21,8.115,1.362,0.025,0.0746,1.424
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-1 16:00,8.623,10.156,2.592,0.025,0.0245,0.485
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-1 16:00,7.944,8.438,4.382,0.025,0.0584,0.666
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-1 16:00,8.288,11.135,3.42875125,0.040111043,0.051862855,1.100355181
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-1 16:00,8.632,13.169,4.055,0.025,0.0509,1.061
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-1 16:00,8.153,10.72,2.22,0.025,0.0111,0.227
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-1 16:00,8.3,8.546,1.304,0.025,0.0708,1.385
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-1 20:00,8.573,9.952,2.53,0.025,0.026,0.426
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-1 20:00,7.829,7.967,4.489,0.0292,0.0677,0.637
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-1 20:00,8.289,9.371,3.42864387,0.040114219,0.051864763,1.10034274
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-1 20:00,8.53,11.816,3.625,0.025,0.0582,1.009
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-1 20:00,8.124,11.16,2.028,0.025,0.0115,0.24
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-1 20:00,8.21,8.385,1.268,0.025,0.0731,1.44
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-2 0:00,8.459,9.654,2.577,0.025,0.0275,0.914
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-2 0:00,7.862,8.163,4.475,0.0353,0.0635,0.585
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-2 0:00,8.291,9.547,3.428536491,0.040117395,0.051866671,1.100330298
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-2 0:00,8.409,10.863,3.286,0.025,0.0532,1.077
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-2 0:00,8.074,10.045,2.178,0.025,0.0103,0.241
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-2 0:00,8.25,8.42,1.482,0.025,0.0693,1.379
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-2 4:00,8.351,9.4,1.992,0.025,0.026,0.917
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-2 4:00,7.83,7.991,4.582,0.0362,0.0651,0.593
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-2 4:00,8.292,9.347,3.428429111,0.040120571,0.051868579,1.100317857
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-2 4:00,8.404,10.437,3.515,0.025,0.0586,1.181
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-2 4:00,7.92,9.394,1.794,0.025,0.0107,0.232
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-2 4:00,8.23,8.373,1.302,0.025,0.0715,1.414
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-2 8:00,8.354,9.412,2.122,0.025,0.0219,0.399
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-2 8:00,7.811,7.933,4.362,0.0458,0.0689,0.658
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-2 8:00,8.293,9.318,3.428321731,0.040123747,0.051870487,1.100305415
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-2 8:00,8.479,10.617,3.142,0.025,0.0552,1.267
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-2 8:00,7.853,9.233,2.037,0.025,0.0106,0.213
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-2 8:00,8.2,8.325,1.304,0.025,0.0728,1.44
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-2 12:00,8.53,9.974,1.85,0.025,0.0256,0.375
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-2 12:00,7.926,8.481,4.528,0.037,0.0626,0.667
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-2 12:00,8.287,10.206,4.04,0.025,0.0835,0.587
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-2 12:00,8.662,12.543,3.924,0.025,0.0624,1.34
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-2 12:00,7.871,9.263,2.395,0.025,0.0111,0.22
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-2 12:00,8.27,8.523,1.304,0.025,0.0709,1.347
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-2 16:00,8.672,10.443,1.994,0.025,0.0244,0.34
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-2 16:00,8.23,9.732,4.623,0.025,0.0609,0.653
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-2 16:00,8.288,9.825,4.036,0.025,0.0655,0.492
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-2 16:00,8.721,14.217,4.461,0.025,0.0539,1.347
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-2 16:00,7.746,8.332,3.428071179,0.025,0.0105,0.204
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-2 16:00,8.29,8.494,1.442,0.025,0.071,1.384
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-2 20:00,8.522,9.838,2.263,0.025,0.0238,0.348
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-2 20:00,7.839,8.069,4.648,0.0361,0.063,0.617
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-2 20:00,8.29,9.518,3.938,0.025,0.0625,0.489
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-2 20:00,8.587,12.753,3.747,0.025,0.0602,1.176
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-2 20:00,8.106,11.143,3.427963799,0.025,0.0106,0.225
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-2 20:00,8.23,8.426,1.336,0.025,0.0706,1.35
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-3 0:00,8.529,9.712,2.263,0.025,0.0249,0.382
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-3 0:00,7.807,8.011,4.648,0.0396,0.0656,0.588
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-3 0:00,8.291,9.345,3.938,0.025,0.093,0.555
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-3 0:00,8.464,11.055,3.747,0.025,0.0562,1.401
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-3 0:00,8.052,10.234,3.427856419,0.025,0.0106,0.235
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-3 0:00,8.2,8.364,1.353,0.025,0.0693,1.396
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-3 4:00,8.385,9.437,1.987,0.025,0.0245,0.363
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-3 4:00,7.826,7.889,4.453,0.0266,0.058,0.581
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-3 4:00,8.292,8.65,4.622,0.025,0.0906,0.78
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-3 4:00,8.41,10.287,3.427766936,0.025,0.0519,1.077
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-3 4:00,7.985,9.612,3.42774904,0.025,0.0112,0.239
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-3 4:00,8.18,8.237,1.313,0.025,0.0681,1.395
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-3 8:00,8.422,9.411,2.711,0.025,0.025,0.469
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-3 8:00,7.787,7.81,4.606,0.0402,0.0648,0.615
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-3 8:00,8.292,8.304,4.919,0.025,0.0758,0.628
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-3 8:00,8.455,10.42,3.427659557,0.025,0.0504,0.999
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-3 8:00,7.798,8.691,3.42764166,0.025,0.0107,0.216
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-3 8:00,8.13,8.043,1.445,0.025,0.0732,1.473
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-3 12:00,8.554,9.829,1.866,0.025,0.0238,0.355
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-3 12:00,8.001,8.676,4.832,0.025,0.0612,0.663
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-3 12:00,8.289,8.938,4.147,0.025,0.0683,0.621
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-3 12:00,8.706,12.893,3.427552177,0.025,0.057,1.261
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-3 12:00,7.746,8.49,3.42753428,0.025,0.0109,0.229
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-3 12:00,8.24,8.494,1.353,0.025,0.0671,1.38
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-3 16:00,8.559,9.9,2.276,0.025,0.0245,0.327
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-3 16:00,7.957,8.64,4.466,0.0352,0.0601,0.65
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-3 16:00,8.288,9.231,4.292,0.025,0.0648,0.663
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-3 16:00,8.712,13.333,4.174,0.025,0.06,0.948
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-3 16:00,8.274,10.965,2.533,0.025,0.0109,0.189
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-3 16:00,8.3,8.568,1.347,0.025,0.0671,1.364
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-3 20:00,8.519,9.526,2.517,0.025,0.031,0.809
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-3 20:00,7.85,8.245,4.354,0.0474,0.0623,0.595
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-3 20:00,8.29,8.975,4.539,0.025,0.0751,0.647
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-3 20:00,8.666,12.852,4.343,0.025,0.0638,0.976
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-3 20:00,8.36,8.758,1.429,0.025,0.0655,1.368
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-4 0:00,8.483,9.402,2.517,0.025,0.0253,0.369
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-4 0:00,7.768,7.633,4.354,0.0538,0.0665,0.592
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-4 0:00,8.291,9.012,4.539,0.025,0.0836,0.605
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-4 0:00,8.619,11.5,4.343,0.025,0.0568,1.1
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-4 0:00,8.34,8.719,1.445,0.025,0.0623,1.344
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-4 4:00,8.431,9.313,2.182,0.025,0.0275,0.418
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-4 4:00,7.727,7.662,4.33,0.0559,0.063,0.624
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-4 4:00,8.293,8.933,4.358,0.025,0.0821,0.551
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-4 4:00,8.573,10.791,3.817,0.025,0.06,1.094
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-4 4:00,8.25,8.556,1.503,0.025,0.0659,1.4
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-4 8:00,8.391,9.252,2.374,0.025,0.0287,0.313
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-4 8:00,7.727,7.78,4.391,0.0504,0.0666,0.608
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-4 8:00,8.294,9.038,4.286,0.025,0.09,0.552
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-4 8:00,8.514,10.286,3.803,0.025,0.054,1.101
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-4 8:00,8.25,8.524,1.353,0.025,0.0638,1.402
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-4 12:00,8.386,9.342,2.367,0.025,0.0403,0.848
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-4 12:00,7.814,8.278,4.391,0.0283,0.0617,0.577
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-4 12:00,8.294,9.127,4.286,0.025,0.0867,0.629
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-4 12:00,8.596,10.981,3.526,0.025,0.0605,1.135
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-4 20:00,8.294,9.299,4.334,0.025,0.0722,0.557
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-5 4:00,8.272,9.266,2.346,0.025,0.0261,0.355
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-5 4:00,7.745,7.731,4.367,0.0345,0.0625,0.605
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-5 4:00,8.436,9.629,3.719,0.025,0.0582,0.93
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-5 4:00,7.735,8.878,2.294,0.025,0.0131,0.23
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-5 4:00,8.72,9.612,1.578,0.025,0.0465,1.195
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-5 8:00,8.294,9.342,2.494,0.0252,0.0256,0.327
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-5 8:00,7.769,7.98,4.351,0.033,0.0586,0.568
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-5 8:00,8.421,9.656,3.669,0.025,0.0558,0.931
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-5 8:00,7.689,9.004,2.382,0.025,0.0121,0.2
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-5 8:00,8.67,9.429,1.727,0.025,0.0488,1.243
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-5 12:00,8.368,9.639,2.181,0.025,0.028,0.313
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-5 12:00,7.951,8.616,4.376,0.0312,0.0613,0.656
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-5 12:00,8.622,12.352,3.644,0.025,0.0574,0.934
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-5 12:00,7.603,8.99,2.556,0.025,0.0128,0.213
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-5 12:00,8.56,9.786,1.503,0.025,0.0502,1.271
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-5 16:00,8.526,10.062,2.813,0.025,0.028,0.365
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-5 16:00,7.961,8.814,4.412,0.0306,0.0592,0.592
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-5 16:00,8.824,15.751,4.71,0.025,0.06,1.018
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-5 16:00,7.648,9.155,2.525,0.025,0.0132,0.219
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-5 16:00,8.61,9.921,1.583,0.025,0.049,1.285
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-5 20:00,8.39,9.592,1.989,0.025,0.0268,0.353
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-5 20:00,7.929,8.642,4.467,0.034,0.0526,0.589
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-5 20:00,8.673,13.099,4.074,0.025,0.055,0.981
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-5 20:00,7.535,8.56,2.51,0.025,0.0124,0.224
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-5 20:00,8.49,9.57,1.589,0.025,0.0554,1.325
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-6 0:00,8.348,9.537,1.989,0.025,0.0223,0.367
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-6 0:00,7.767,7.888,4.467,0.0458,0.0582,0.63
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-6 0:00,8.601,11.695,3.901,0.025,0.0582,0.955
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-6 0:00,7.887,9.838,2.51,0.025,0.0127,0.229
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-6 0:00,8.51,9.408,1.474,0.025,0.0522,1.294
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-6 4:00,8.325,9.497,2.198,0.025,0.0245,0.392
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-6 4:00,7.695,7.405,4.474,0.0513,0.0606,0.635
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-6 4:00,8.563,11.017,4.041,0.025,0.0622,0.931
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-6 4:00,7.81,9.447,2.502,0.025,0.0113,0.232
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-6 4:00,8.52,9.222,1.572,0.025,0.049,1.242
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-6 8:00,8.267,9.448,2.309,0.025,0.0237,0.426
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-6 8:00,7.697,7.507,4.546,0.0488,0.0651,0.627
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-6 8:00,8.561,10.862,3.827,0.025,0.0575,0.952
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-6 8:00,7.771,9.591,2.562,0.025,0.012,0.194
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-6 8:00,8.46,9.077,1.618,0.025,0.0512,1.31
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-6 12:00,8.292,9.461,1.842,0.025,0.0245,0.616
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-6 12:00,7.882,8.423,4.372,0.0387,0.0589,0.566
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-6 12:00,8.652,12.061,4.139,0.025,0.0648,0.982
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-6 12:00,8.027,10.898,2.556,0.025,0.0117,0.231
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-6 12:00,8.69,10.099,1.626,0.025,0.0515,1.248
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-6 16:00,8.371,9.593,1.938,0.025,0.0268,0.662
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-6 16:00,7.896,8.636,4.399,0.0365,0.0559,0.626
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-6 16:00,8.666,12.422,4.352,0.025,0.0606,0.939
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-6 16:00,8.11,11.489,2.467,0.025,0.012,0.222
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-6 16:00,8.64,9.901,1.71,0.025,0.0542,1.276
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-6 20:00,8.386,9.823,2.412,0.025,0.0243,0.507
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-6 20:00,7.811,8.151,4.616,0.045,0.0602,0.631
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-6 20:00,8.206,9.684,4.967,0.025,0.0969,0.604
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-6 20:00,8.639,11.752,4.427,0.025,0.061,1.275
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-6 20:00,7.998,10.744,2.472,0.025,0.0119,0.222
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-6 20:00,8.8,10.346,1.797,0.025,0.0469,1.219
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-7 0:00,8.3,9.64,2.412,0.025,0.0289,0.581
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-7 0:00,7.729,7.73,4.616,0.0515,0.0581,0.632
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-7 0:00,8.236,9.588,4.967,0.025,0.0852,0.667
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-7 0:00,8.581,10.873,4.427,0.025,0.0602,1.282
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-7 0:00,7.948,10.158,2.472,0.025,0.0112,0.221
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-7 0:00,8.49,9.172,1.658,0.025,0.0584,1.404
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-7 4:00,8.267,9.554,2.428,0.025,0.0251,0.455
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-7 4:00,7.671,7.358,4.425,0.0563,0.061,0.646
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-7 4:00,8.219,9.535,3.797,0.025,0.0812,0.552
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-7 4:00,8.538,10.44,4.152,0.025,0.0624,0.927
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-7 4:00,7.843,9.591,2.445,0.025,0.0112,0.217
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-7 4:00,8.4,8.853,1.451,0.025,0.0604,1.413
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-7 8:00,8.282,9.584,2.427,0.025,0.0236,0.482
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-7 8:00,7.661,7.269,4.377,0.0598,0.0607,0.629
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-7 8:00,8.195,9.508,3.326,0.025,0.0744,0.58
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-7 8:00,8.509,10.348,4.481,0.025,0.0692,1.008
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-7 8:00,7.559,8.544,2.472,0.025,0.0109,0.194
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-7 8:00,8.37,8.816,1.583,0.025,0.0609,1.407
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-7 12:00,8.367,9.926,2.146,0.025,0.0262,0.577
江苏省,无锡市,太湖,太湖流域,五里湖心,2022-11-7 12:00,7.843,8.005,4.32,0.0469,0.0587,0.64
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-7 12:00,8.241,9.9,3.437,0.025,0.0588,0.476
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-7 12:00,8.686,13.117,5.059,0.025,0.0709,0.722
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-7 12:00,7.674,8.93,2.264,0.025,0.0114,0.201
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-7 12:00,8.53,9.597,1.595,0.025,0.0586,1.364
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-7 16:00,8.772,10.977,1.847,0.025,0.0212,0.435
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-7 16:00,8.238,10.183,3.269,0.025,0.0609,0.507
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-7 16:00,8.808,15.393,5.004,0.025,0.0612,0.72
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-7 16:00,7.759,8.611,2.535,0.025,0.0122,0.201
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-7 16:00,8.73,11.045,1.567,0.025,0.053,1.286
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-7 20:00,8.839,11.162,2.046,0.025,0.0216,0.46
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-7 20:00,8.239,9.628,3.298,0.025,0.0609,0.511
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-7 20:00,8.647,13.536,4.515,0.025,0.0614,0.587
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-7 20:00,7.773,9.506,2.316,0.025,0.0123,0.196
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-7 20:00,8.79,10.586,1.661,0.025,0.0504,1.27
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-8 0:00,8.38,9.744,2.046,0.025,0.0231,0.484
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-8 0:00,8.287,9.156,3.298,0.025,0.0531,0.518
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-8 0:00,8.587,12.439,4.515,0.025,0.0622,0.554
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-8 0:00,7.857,9.927,2.316,0.025,0.0111,0.212
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-8 0:00,8.85,11.358,1.635,0.025,0.045,1.165
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-8 4:00,8.315,9.546,2.057,0.025,0.0231,0.484
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-8 4:00,8.27,9.093,3.344,0.025,0.0554,0.531
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-8 4:00,8.382,9.923,4.159,0.025,0.0644,0.539
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-8 4:00,7.663,9.016,2.409,0.025,0.0104,0.221
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-8 4:00,8.83,11.013,1.664,0.025,0.0443,1.137
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-8 8:00,8.297,9.431,2.143,0.025,0.0208,0.49
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-8 8:00,8.286,8.92,3.37,0.025,0.058,0.505
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-8 8:00,8.397,10.206,4.203,0.025,0.0612,0.542
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-8 8:00,7.502,8.599,2.338,0.025,0.0107,0.236
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-8 8:00,8.78,10.789,1.851,0.025,0.0443,1.104
江苏省,苏州市,太湖,太湖流域,乌龟山南,2022-11-8 12:00,8.445,9.936,1.976,0.025,0.0235,0.506
江苏省,无锡市,太湖,太湖流域,兰山嘴,2022-11-8 12:00,8.322,9.284,3.011,0.025,0.0632,0.442
江苏省,无锡市,太湖,太湖流域,拖山,2022-11-8 12:00,8.577,12.564,4.579,0.025,0.0638,0.57
江苏省,苏州市,太湖,太湖流域,胥湖心,2022-11-8 12:00,7.883,10.262,2.387,0.025,0.0111,0.213
江苏省,无锡市,太湖,太湖流域,锡东水厂,2022-11-8 12:00,8.9,11.341,1.992,0.025,0.0385,1.028
